Quantity,Name,Tags,Scryfall ID,Mana Value,Colors,Identities,Mana cost,Types,Sub-types,Super-types,Scryfall Oracle ID
1,Old Man Willow,,0362b7c4-fff5-4bc2-b32d-913f85c23cc4,4,"Green,Black","Black,Green",{2}{B}{G},Creature,Treefolk,Legendary,96c96842-42c2-4aa3-95e2-6186d4ab5693
1,Old Rutstein,,90930e16-4a77-4ce6-bab4-e099184d1b54,3,"Green,Black","Black,Green",{1}{B}{G},Creature,"Human,Peasant",Legendary,8f5ffb0b-0585-4a37-8048-eda53990d1dd
1,Old Stickfingers,,a1300687-7f19-4337-a03c-b9937fb19ee0,2,"Green,Black","Black,Green",{X}{B}{G},Creature,Horror,Legendary,1d85eec2-80db-466c-bd48-d2a12866e8bd
3,Old Thrush,,3ad02b56-13ec-46ef-92bd-ae078b8bb517,2,,,{2},Creature,Bird,,c8259b0e-131f-44f0-86d4-7c4d711b328d
1,Oliphaunt,,6989018c-37b1-4282-a4af-9cc97f160b4d,6,Red,Red,{5}{R},Creature,Elephant,,186b2256-4af3-48cb-96b0-b0e80a7ee6dc
2,Olog-hai Crusher,,c33bf593-62e0-491a-a31a-328bce6d8735,4,Red,Red,{3}{R},Creature,"Soldier,Troll",,fb6f04bc-3514-49b2-9d17-f80980d996a8
1,Omashu City,,c21e413b-96ed-4ded-b567-f1647074ce5f,0,,"Red,Green",,Land,,,6f9a4bb2-5959-4a5c-83af-c2729e6673df
1,Ominous Harvest,,2271184b-08eb-4d2a-8ebf-a1807d51dd2a,3,Black,Black,{2}{B},Sorcery,,,76bc6518-dea4-4a5c-a8a7-352cd297197b
1,Ominous Seas,,067f24df-7018-45c8-bd67-1336b3672bb3,2,Blue,Blue,{1}{U},Enchantment,,,58ea9b0a-1bef-4ccb-acb7-f03c8daf3df3
1,"Omnath, Locus of Mana",,acf0cab3-da50-4561-8797-cd179af39216,3,Green,Green,{2}{G},Creature,Elemental,Legendary,9da896e1-2256-425b-b801-1ae6f0470559
1,"Omnath, Locus of Rage",,58f311e7-7ebf-4428-b5a3-154255eb3ba1,7,"Green,Red","Red,Green",{3}{R}{R}{G}{G},Creature,Elemental,Legendary,1816eede-c5bd-49df-958f-a3af64cb2932
8,Onakke Ogre,,9e016da6-8800-47b4-9b96-1887677c795c,3,Red,Red,{2}{R},Creature,"Warrior,Ogre",,fa10cacb-ab14-447a-b411-9d74bc3772fb
1,On an Adventure,,fcf4c7fb-7859-4c11-8552-6817f5119d2e,0,,,,Card,,,753e92c1-ea84-4b64-beb7-defcc7a5a3de
1,One Ring to Rule Them All,,bb2dc2e0-f393-4442-818b-d3b860bfffd0,4,Black,Black,{2}{B}{B},Enchantment,Saga,,c75add5e-4e9d-4c68-a8ad-b878b1dbc0a4
1,On the Job,,48b92629-4196-4943-91fd-8c8d5f3fcaef,4,White,White,{2}{W}{W},Instant,,,e4733889-4d4c-4bf7-8a9b-fb5ad7a38395
1,Open the Gates,,ff326c57-accb-4b75-9bc9-b5ef1a85f38d,1,Green,Green,{G},Sorcery,,,f38e43b6-9a8c-4f6a-bd1c-d5c4913a28a1
1,Open the Graves,,9ced1022-abd9-4e22-a4f2-fef738295224,5,Black,Black,{3}{B}{B},Enchantment,,,28778958-a1f9-4fea-b551-c193d1257f18
1,Open the Way,,5d928e0d-a586-4de1-a469-0591122659fa,2,Green,Green,{X}{G}{G},Sorcery,,,e07297c7-83bc-4162-bbb1-362bc737efe0
1,Ophidian,,0de0a010-76a7-460f-bb4e-a152c10c3bb7,3,Blue,Blue,{2}{U},Creature,Snake,,953bdefa-4639-4524-af5c-5055d1289f40
1,Ophiomancer,,baf793b6-9612-43f3-9f1b-2e53e81cb89f,3,Black,Black,{2}{B},Creature,"Human,Shaman",,55eca80c-dcd8-4c2f-aa0f-fb0aec7b80f7
2,Opt,,25f2e4d0-effd-4e83-b7aa-1a0d8f120951,1,Blue,Blue,{U},Instant,,,713332c1-5bd8-400f-bfff-c1ca0697a043
2,Opt,,c3669391-8f64-4904-b432-0f0582f30449,1,Blue,Blue,{U},Instant,,,713332c1-5bd8-400f-bfff-c1ca0697a043
1,Opulent Palace,,21cb3b3b-0738-4c2e-a3fc-927fd6b9d3fb,0,,"Blue,Black,Green",,Land,,,f9e7e855-1e3b-42d3-91b0-64ba8b5b8982
1,Opulent Palace,,21326575-80b9-4a4e-a93c-6880ec6575d5,0,,"Blue,Black,Green",,Land,,,f9e7e855-1e3b-42d3-91b0-64ba8b5b8982
1,Oracle's Restoration,,0863a19d-4511-4a78-98dd-d194afd1c39b,1,Green,Green,{G},Sorcery,,,00e75a6b-699e-4824-86e5-66d45245cd9b
1,Oran-Rief Ooze,,fd2ad967-dd77-4c3a-b53c-2929ecf7750f,3,Green,Green,{2}{G},Creature,Ooze,,94a7dcef-d1c1-4ffa-869e-b911e84ed66c
1,Oran-Rief Recluse,,37a69043-23f5-478e-bf9b-f170e326c0e0,3,Green,Green,{2}{G},Creature,Spider,,043fa53c-8a46-4fbd-836f-2403c62e0121
1,Orchard Strider,,386da156-59cd-4b96-9276-a7cb2ddd0421,6,Green,Green,{4}{G}{G},Creature,Treefolk,,c6906032-e08b-478f-bc71-cb1184f60bad
1,Order of Leitbur,,1373dea4-3565-4612-8505-ab8fba3ddb67,2,White,White,{W}{W},Creature,"Human,Knight,Cleric",,d8f5279f-c58e-4560-9c68-77d226a3c86c
1,Order of the Golden Cricket,,bfcf25b6-b4a6-4077-b827-3d44a6f5d744,2,White,White,{1}{W},Creature,"Knight,Kithkin",,02abe85a-c603-4963-aba4-524cc80847ea
1,Oreskos Swiftclaw,,0ea1dfb4-1983-41f7-956c-f2a1d1489b54,2,White,White,{1}{W},Creature,"Warrior,Cat",,014d00fc-434a-4b06-84b2-afd930677d61
1,"Ori, Keeper of Songs",,c5727af5-a487-4b16-8278-81c3c928c417,3,White,White,{2}{W},Creature,"Dwarf,Bard",Legendary,69cc089a-abd3-4edb-bc79-f02daac70837
1,"Ori, Keeper of Songs",,c5727af5-a487-4b16-8278-81c3c928c417,3,White,White,{2}{W},Creature,"Dwarf,Bard",Legendary,69cc089a-abd3-4edb-bc79-f02daac70837
4,"Oroku Saki, Shredder Rising",,e65ff1f4-a061-4c31-a78e-92af6e7bc56f,3,Black,Black,{2}{B},Creature,"Human,Ninja",Legendary,d14f620c-0fbd-485c-9fe4-34949e742147
1,Orzhov Advokist,,96017805-0a26-4beb-8de3-6779c4e5633d,3,White,White,{2}{W},Creature,"Human,Advisor",,d5e9942e-096f-433f-8668-4b594f3c1b02
1,Orzhov Basilica,,b4895407-2ff7-4a68-b47e-eb9733c95451,0,,"White,Black",,Land,,,aa00ae0b-7c0f-427e-8102-ce0e2a6af5df
1,Orzhov Basilica,,d1d7237b-6749-4d39-bc69-5185d01e24d4,0,,"White,Black",,Land,,,aa00ae0b-7c0f-427e-8102-ce0e2a6af5df
1,Orzhov Signet,,e5dfdfe0-f59c-4142-8fef-c02eb5e81378,2,,"White,Black",{2},Artifact,,,de3dcb5d-775a-479f-99f5-d1883ed9b1b5
1,Orzhov Signet,,0f0d3c9c-7b3d-4dd1-bf0a-41652e2e1f94,2,,"White,Black",{2},Artifact,,,de3dcb5d-775a-479f-99f5-d1883ed9b1b5
1,Ostrich-Horse,,5ca3fd45-9301-44ef-afc0-4d7999d66d36,3,Green,Green,{2}{G},Creature,"Bird,Horse",,2b6cb199-1564-4214-b24f-624dc962c907
1,Oteclan Landmark // Oteclan Levitator,,099a1d1c-72ba-468e-9385-8f93e1fce001,1,White,White,,Artifact,,,2420828e-b886-42d3-81ba-8ee81b6e1eb8
1,"Otharri, Suns' Glory",,80c72839-0fa6-4b5f-83b7-6553ebf09bef,5,"White,Red","White,Red",{3}{R}{W},Creature,Phoenix,Legendary,b081352b-d17b-4031-bbcc-c5c02cbfa6b6
1,Otter-Penguin,,480b6279-bb34-4b3f-a639-868b52af92b9,2,Blue,Blue,{1}{U},Creature,"Bird,Otter",,e2171c48-a816-41b2-aa55-e0ba2503fd6a
3,Outlaw Medic,,2feaa51e-47fb-4849-b420-ee7278f3489a,2,White,White,{1}{W},Creature,"Human,Rogue",,637be5f7-ab39-4e3a-a5eb-c6e48fca00a9
1,Outlaw Medic,,2feaa51e-47fb-4849-b420-ee7278f3489a,2,White,White,{1}{W},Creature,"Human,Rogue",,637be5f7-ab39-4e3a-a5eb-c6e48fca00a9
1,Outlaws' Fury,,f7502b9c-b759-499a-8e94-22f87f5eb142,3,Red,Red,{2}{R},Instant,,,5b5ef88c-f863-4f55-91fc-a63f7f3c1b3f
1,Outpost Siege,,a8645f34-b830-4429-8fca-9458d1e3dccc,4,Red,Red,{3}{R},Enchantment,,,ebb24fc7-dc71-4712-8c2a-b5920f78e55d
1,Overcome,,718352b9-1a68-44a1-947b-34f525f21223,5,Green,Green,{3}{G}{G},Sorcery,,,15353e27-96ca-48c7-83d7-efd57c094643
1,Overflowing Basin,,6357d665-2b28-4747-ab43-b90176d78d42,0,,"Blue,Green",,Land,,,5ac8e01c-b0a7-4855-a122-1cd26b07c4a5
1,Overgrown Farmland,,644fb0ed-f434-4cc4-b7e9-a60db5ece2b7,0,,"White,Green",,Land,,,709d2f10-1585-48c3-9058-ddd5f62f0452
1,Overgrown Tomb,,45b92924-baa1-4c9b-9932-9a5eda8f3446,0,,"Black,Green",,Land,"Swamp,Forest",,975ec9a3-6f20-4177-8211-82526e092538
1,Overpowering Attack,,e4ad338e-88ee-4919-aec4-320071a7cfb5,5,Red,Red,{3}{R}{R},Sorcery,,,e31235f0-1f25-4158-b46e-cacde2f58b7e
1,Overrun,,96f9df13-3bd8-415d-b949-9b39f97fdde7,5,Green,Green,{2}{G}{G}{G},Sorcery,,,204f9afe-c20b-4933-b5cd-aa572784762a
1,Oversold Cemetery,,06b7312a-c775-4fa8-ba62-c84ff38459e8,2,Black,Black,{1}{B},Enchantment,,,ed4cd3a1-688b-4c05-948d-39d3336e00c0
1,Overwhelming Encounter,,616c498c-ac7c-4e58-8789-9bde047c2d47,5,Green,Green,{3}{G}{G},Sorcery,,,7573ce9f-fc35-4d20-9b60-c739b8408444
1,Overwhelming Instinct,,2d9e3793-7ddc-45c5-b25d-acd5cb96026f,3,Green,Green,{2}{G},Enchantment,,,9ba89c25-5302-414f-a2ec-436b8981999d
1,Overwhelming Intellect,,9624bbf9-15b0-40f9-9f02-f2af3f1220f8,6,Blue,Blue,{4}{U}{U},Instant,,,8038337b-aff9-49aa-800c-0e12d2688765
1,Overwhelming Victory,,498b0bff-28f2-458f-844b-13814cfa8b14,5,Red,Red,{4}{R},Instant,Lesson,,20d94561-7526-4305-8d2d-7daf62729ff4
1,Overwhelming Victory,,498b0bff-28f2-458f-844b-13814cfa8b14,5,Red,Red,{4}{R},Instant,Lesson,,20d94561-7526-4305-8d2d-7daf62729ff4
1,"Ovika, Enigma Goliath",,54819d7a-eec6-49e6-a0bb-d9d07d42b4a6,7,"Red,Blue","Blue,Red",{5}{U}{R},Creature,"Nightmare,Phyrexian",Legendary,b05a2b5f-1b5c-4f1b-8a6b-525c5c8b8ba1
1,Owlin Historian,,5fe99be0-e1ec-485e-82f8-02eba7b82441,3,White,White,{2}{W},Creature,"Cleric,Bird",,e1ebb60e-fbf3-4f8f-a76f-d637ec59ffb0
1,Ozai's Cruelty,,22cad680-d46a-4589-a633-b6ee9a78d61e,3,Black,Black,{2}{B},Sorcery,Lesson,,aba5c046-2f8c-4749-b347-9a7d8cb1c865
2,Pacifism,,31279d7c-5246-40b2-a8c7-0be4a5f24a29,2,White,White,{1}{W},Enchantment,Aura,,5f5e0b10-c8cf-450c-bfd3-bcb0528ec330
1,Pactdoll Terror,,70226354-47b7-4f9d-a5a8-559d17f07720,4,Black,Black,{3}{B},"Creature,Artifact",Toy,,e02fff6b-9ee4-474f-97fc-d70d4bc8001b
1,"Page, Loose Leaf",,8c6fecfd-8241-4cf0-b1eb-19472b99e0ed,2,,,{2},"Creature,Artifact",Construct,Legendary,3bbad38b-7d88-4ff2-9fd3-5081536e7c56
1,Pain for All,,d2948913-817b-4715-92d5-ed3cde347be7,3,Red,Red,{2}{R},Enchantment,Aura,,4eedf21c-0ad1-48da-a9fe-2ffdbf8371e9
1,Painful Quandary,,05757669-e8a6-4a2f-8479-d4e2ade822ca,5,Black,Black,{3}{B}{B},Enchantment,,,c37051cc-6683-4dbb-b5ff-5c3a5bdab1df
1,Painter's Studio // Defaced Gallery,,e96901eb-5b57-43f4-a7b1-ae3b809bc36e,5,Red,Red,{2}{R} // {1}{R},Enchantment,Room,,2af01e09-f233-4675-89cd-470816471c62
1,Paladin's Arms,,446506c5-5e1d-4b42-aef3-ea247d7881ef,3,White,White,{2}{W},Artifact,Equipment,,22076484-e9d5-4f33-8cf3-b9b427436b05
1,Panharmonicon,,1d92b7dd-1f63-4f34-87ca-01a0eaa7b3a1,4,,,{4},Artifact,,,76678885-3674-443d-b9a2-2a460cf6aac0
1,Panicked Altisaur,,ad371c97-a266-4a88-9d28-2e889a37ba00,5,Red,Red,{4}{R},Creature,Dinosaur,,6de64e59-0a47-46c4-90bf-c56e63266f19
1,Papalymo Totolymo,,0b876b1e-fcf4-4e5c-81b0-1080ac8099ed,2,"White,Black","White,Black",{W}{B},Creature,"Wizard,Dwarf",Legendary,334e83cd-b513-4bd4-89a2-86875667e6c4
1,Paradoxical Outcome,,17e50157-bf49-4c5f-9b8a-bf73484e63a5,4,Blue,Blue,{3}{U},Instant,,,2cce7250-f8f9-4c0a-87b1-ba3c5b8ed6b3
1,Parallel Thoughts,,d913c541-a8fb-4383-bbab-988be3e0f5d5,5,Blue,Blue,{3}{U}{U},Enchantment,,,2daee7cb-6736-4aa6-9921-0371c1abe69f
1,Parker Luck,,e375bcf0-7fcb-4fe4-a7e8-a4cbf9b23e3c,3,Black,Black,{2}{B},Enchantment,,,03d1a4e9-3ebc-491f-8741-5d933b500abf
1,Part in Friendship,,b4ff1eac-6d97-40ab-9b7c-c2fdca0917d9,5,Green,Green,{4}{G},Enchantment,,,e1a9c467-2d64-4e11-adf3-7333c923b187
1,Past in Flames,,aae078f4-2310-4112-975e-677d5255988a,4,Red,Red,{3}{R},Sorcery,,,37a18736-5fe2-4897-809b-013497bdd890
1,Patchwork Banner,,81669ca8-3f20-45e6-b088-65969dcd93d1,3,,,{3},Artifact,,,4fb00dbe-1f82-4ba6-b18c-97e816d10d3a
1,Path of Ancestry,,307eea3e-c029-46a1-839c-1783bb4a6243,0,,,,Land,,,b473e293-59e3-4e04-acf2-622604aeb25f
1,Path of Ancestry,,307eea3e-c029-46a1-839c-1783bb4a6243,0,,,,Land,,,b473e293-59e3-4e04-acf2-622604aeb25f
1,Path to Exile,,20298a61-2739-4254-b102-51a2a74b5ddc,1,White,White,{W},Instant,,,d683d985-9888-4d21-8b5f-69e69ce4a03b
1,Path to Redemption,,f936d64a-0db4-49c1-8a57-6d99e012a555,2,White,White,{1}{W},Enchantment,Aura,,ac94860b-70b8-4624-9758-4bb024a56f60
1,Path to Redemption,,f936d64a-0db4-49c1-8a57-6d99e012a555,2,White,White,{1}{W},Enchantment,Aura,,ac94860b-70b8-4624-9758-4bb024a56f60
3,Patient Instructor,,e4800508-8bb9-41bb-8712-b55fba7a80a5,3,"White,Blue","White,Blue",{2}{W/U},Creature,"Human,Citizen",,bddd7e99-ec74-4ca6-9137-155b85695a95
3,Patient Naturalist,,1dd17cea-9e8c-4dba-b6ab-a6b9de87a306,3,Green,Green,{2}{G},Creature,"Human,Scout",,ba7c1062-f777-4ba9-84df-ec340a9ec514
1,Patrolling Peacemaker,,1e06d6be-c2a3-4c73-a916-89674c0ddfed,3,White,White,{2}{W},"Creature,Artifact","Soldier,Robot",,aa44171d-1c76-40a7-82fc-5ef2abbca647
1,Pawn of Ulamog,,c1b0377c-efd6-4fab-89f0-b219ca2c4c22,3,Black,Black,{1}{B}{B},Creature,"Vampire,Shaman",,9bcaf141-1f1f-491f-aced-13dc093b9e2c
1,Peculiar Lighthouse,,3a6e40c0-e70e-4353-a920-9851cfac71dd,0,,"Blue,Red",,Land,,,d55f7e20-11c6-44e2-8a21-dca67d3dbc68
1,Pegasus,,ebd8f43d-7e54-46d4-9fe9-ac818a9fd91f,0,White,White,,"Creature,Token",Pegasus,,251085b8-4bca-4fcd-92a0-006541be827e
1,Pegasus Courser,,0c04eafe-8be0-416e-a5b9-486a3b3b5984,3,White,White,{2}{W},Creature,Pegasus,,24db5905-d513-42c6-9e9d-114ac5cbd21d
1,Pelakka Predation // Pelakka Caverns,,e63f8b20-f45b-4293-9aac-cdc021939be6,3,Black,Black,,Sorcery,,,b0fd6889-20b4-439b-aa97-2e90aca1675a
1,Penumbra Spider,,6a989ac1-df69-45e7-98bf-564cc7c38973,4,Green,Green,{2}{G}{G},Creature,Spider,,47678f44-b595-492e-af00-4e73f941e24e
1,Peregrine Drake,,2d0e3b84-31ea-4ff2-8028-1e983fad22d4,5,Blue,Blue,{4}{U},Creature,Drake,,0bd67481-6bd9-48d6-92bd-8933b5ea1eae
1,Peregrin Took,,f5baee8d-88e7-4468-94a9-66ca8e2caf15,3,Green,Green,{2}{G},Creature,"Citizen,Halfling",Legendary,188da0ad-8524-4fb2-915e-1876dc9df89f
1,Perennial Behemoth,,6cb74e91-f7e5-49dd-8aa8-83a679f88a21,5,,Green,{5},"Creature,Artifact",Beast,,ee4b7aca-31dd-4369-8e85-b300892b9b41
1,Perilous Research,,f425b017-8c4d-457f-919a-f2686d71bcac,2,Blue,Blue,{1}{U},Instant,,,9243b539-5f9e-4bb3-9973-3d48366aa7cc
1,Perpetual Timepiece,,6edbedf9-273f-4d7f-80a2-705858bd4d6d,2,,,{2},Artifact,,,17b4778b-82b1-4845-ad08-00f3ff66877b
1,Perplexing Test,,cf5fe687-91e0-4a2b-b973-3190c268a8e2,5,Blue,Blue,{3}{U}{U},Instant,,,8682266c-2b0f-496e-b1c6-1fb338feac24
1,Persistent Specimen,,f7baf973-3202-4fea-8861-a4a5ec228640,1,Black,Black,{B},Creature,Skeleton,,5f4ad578-f2c4-47f6-8080-8fbc17383f6f
1,Personify,,1172582d-fb2d-4022-95b1-e48b03df3a95,2,White,White,{1}{W},Instant,,,e1708ad9-35d4-4243-92ca-ddf9d129aa32
3,Person of Interest,,7d56ebff-67c8-4bc7-a533-ddde4ce0c2af,4,Red,Red,{3}{R},Creature,"Human,Rogue",,3d18cd9b-6013-48d7-9269-4787e7585a51
1,Persuasive Interrogators,,f0713025-581f-451b-97a3-97d891285dcc,6,Black,Black,{4}{B}{B},Creature,"Gorgon,Detective",,b401179f-eded-4973-8182-df4627133886
1,Pestilence,,29d852c4-bd53-4a3b-b1e2-896917cbc27f,4,Black,Black,{2}{B}{B},Enchantment,,,dafe63ef-f3d6-45e7-877a-573da92ba85e
1,Pest Infestation,,8407c498-b972-49fe-b30a-a864c39ddc7a,1,Green,Green,{X}{X}{G},Sorcery,,,1b704798-0c69-4c18-ac7e-42933ce90028
1,Pest Mascot,,d882beb9-6766-4818-afbb-f6fd7a2d5b70,3,"Green,Black","Black,Green",{1}{B}{G},Creature,"Ape,Pest",,b8ecddf7-ba89-40dd-9f63-5bad27dd850d
1,Petrified Hamlet,,355dd460-b0e9-41f2-a058-b7f7e39ac387,0,,,,Land,,,78a2972c-14f4-41f3-99f9-167948bdd73a
1,Petrify,,bbc5f28f-6361-455f-ac82-260a70e59316,2,White,White,{1}{W},Enchantment,Aura,,ebec110e-aff3-48aa-abf6-309dd2ffb478
1,Petrifying Meddler,,f0f2bdfd-1cbc-456e-aba7-4e0b6485cf8a,5,,Blue,{4}{U},Creature,Eldrazi,,bd9b3009-f389-4831-b250-80c4bb8f25e5
1,Phantom Warrior,,11cbdf06-f6b5-4bd8-80bf-6d7e57649684,3,Blue,Blue,{1}{U}{U},Creature,"Warrior,Illusion",,23745133-e5e2-4ce3-b94a-73d0d3d8a013
1,Phoenix Chick,,76bdc912-61da-428d-b0d7-3a38676a402a,1,Red,Red,{R},Creature,Phoenix,,40bb7b6b-a75d-4b59-ba45-a5801dcd59a1
1,"Phylath, World Sculptor",,e7af88c9-70ca-484c-bddf-b705e0ea7bc7,6,"Green,Red","Red,Green",{4}{R}{G},Creature,Elemental,Legendary,3d79cbe2-cf1b-4313-ab47-0118fcdbfc6c
1,Phyresis,,0059d21b-0725-4806-8691-2451db36787f,2,Black,Black,{1}{B},Enchantment,Aura,,958628af-243c-4eb0-8620-5d483b6da768
1,Phyrexian Arena,,54f69d43-de01-46a8-b102-b47e23e0e947,3,Black,Black,{1}{B}{B},Enchantment,,,ee579a32-a048-4335-b966-231ba731cdea
1,Phyrexian Awakening,,6b9ed068-b6bb-4c9e-a8c9-56aa9b62037a,3,White,White,{2}{W},Enchantment,,,0566ab5d-c804-4ac0-add2-87fc352b4c7e
1,Phyrexian Digester,,f9112062-1a1b-462b-85d3-821ea91778b8,3,,,{3},"Creature,Artifact","Construct,Phyrexian",,9e7b03ae-dcf5-4892-9000-aee7e2cd2fed
1,Phyrexian Dragon Engine,,e2b826be-4256-4fd6-ad4d-6c80933ee940,3,,Red,{3},"Creature,Artifact","Dragon,Phyrexian",,022b42a6-ee0f-4080-b973-c1b68938c3be
1,Phyrexian Ghoul,,4843ba92-fde2-4b46-8fdb-e0f8aca96959,3,Black,Black,{2}{B},Creature,"Zombie,Phyrexian",,748c2723-dc59-4aa7-9667-d4679448c8b6
1,Phyrexian Ghoul,,08586285-9a42-48ef-9188-0dd5d7294ad2,3,Black,Black,{2}{B},Creature,"Zombie,Phyrexian",,748c2723-dc59-4aa7-9667-d4679448c8b6
1,Phyrexian Golem,,e7a91956-e351-4533-9f0d-4a578617f88b,0,,,,"Creature,Artifact,Token","Golem,Phyrexian",,2dc8033c-8ad9-4888-8705-efeda938ebf0
1,Phyrexian Horror,,1f5fc2cb-a172-418a-a0f3-1a63a5f1aa2c,0,Green,Green,,"Creature,Token","Horror,Phyrexian",,ccaaaaf6-2e86-41d6-b9d4-4e32fa16ff5b
3,Phyrexian Mite,,a0b4b9cc-b0a4-4383-881b-e843e5d8a8c1,0,,,,"Creature,Artifact,Token","Phyrexian,Mite",,2667d723-01c8-4ea3-ac17-cedb3b842c3b
1,Phyrexian Swarmlord,,715565be-0c97-4f06-8e89-2ea44c6007c9,6,Green,Green,{4}{G}{G},Creature,"Horror,Insect,Phyrexian",,4fc2755c-ae7b-4147-a573-b33679a461e8
1,Phyrexian War Beast,,e7a83384-8762-4028-8cab-b690593790a6,3,,,{3},"Creature,Artifact","Beast,Phyrexian",,0c93c418-e10b-4a6d-bddb-3b786bb6a928
1,Phyrexian Warhorse,,f42167ef-7858-4c66-b1bc-41c3288a8ee8,4,Black,"White,Black",{3}{B},Creature,"Horse,Phyrexian",,05075332-6856-4147-a22d-3a5bd1e96b7b
1,Pick Your Poison,,f58cfb23-4d99-4133-bf4b-d7e7c7d17cea,1,Green,Green,{G},Sorcery,,,9af4a832-d634-47aa-91ed-79d44fe08864
1,Pikemen,,bf2f6936-b50c-4907-9b55-ebf8a3fba8f5,2,White,White,{1}{W},Creature,"Human,Soldier",,5556a897-8947-4b78-81ce-a829508a4f11
1,Pillar Launch,,f177e9cc-0c41-417d-9215-5ff23a1a0657,1,Green,Green,{G},Instant,,,a39c758d-82be-4d8c-bb3e-8ee8a6c6788b
1,Pinecone Strike,,ea174cea-40e5-424e-9734-e39aae6c6b17,2,Red,Red,{1}{R},Instant,,,961e3023-39ea-4141-99b6-738280a2815d
1,Pinnacle Emissary,,3c922347-f05f-40a4-bbee-6bc02a1e0de5,3,"Red,Blue","Blue,Red",{1}{U}{R},"Creature,Artifact",Robot,,522e8db5-857e-492f-afed-d60cd2ce3dcd
1,Pinnacle Monk // Mystic Peak,,24d4f26e-7f96-4b38-867e-4fac819b2679,5,Red,Red,,Creature,"Djinn,Monk",,f3d48efa-910a-4872-a5b1-a353c5dbce99
1,"Pippin, Warden of Isengard",,a0a7a648-125a-4cf4-bf8b-e1773d8723ff,2,"Green,Black","Black,Green",{B}{G},Creature,"Advisor,Halfling",Legendary,421ec8a8-2b20-4296-b8f7-010acc3f8097
1,Piranha Marsh,,ea077cff-b5c9-4a40-8e66-8810c37be5cb,0,,Black,,Land,,,6bc8fd7e-7616-484a-ac23-04d37c93733b
2,Pirate Hat,,9d11e3d4-769d-47aa-8d3a-ce1ac60b68b8,2,Blue,Blue,{1}{U},Artifact,Equipment,,b9080653-87cb-4443-a4a3-36637d5ad165
1,Pirate Peddlers,,5c998994-6c3b-4f34-9b31-babba2b17266,3,Black,Black,{2}{B},Creature,"Human,Pirate",,4771a871-576e-4a14-92f0-b5b41c63d615
1,Pitiless Carnage,,fa76fc45-a106-4dc9-9d44-a005eaa2784d,4,Black,Black,{3}{B},Sorcery,,,186bfdac-ce9c-476f-89b6-ef467487fca5
1,Pitiless Gorgon,,c1a925a0-9d26-441b-8b4a-0614a0485fe6,3,"Green,Black","Black,Green",{1}{B/G}{B/G},Creature,Gorgon,,4704ce78-b287-4038-abdd-ddb20116874d
1,Pit Trap,,c588fe7f-945d-4459-904c-67442f88b4e1,2,,,{2},Artifact,,,671c4677-fe0a-4bda-9674-f4dcd9069bfd
1,Plague Nurse,,5e7eef9e-68ae-4743-ad89-64f6fafbe365,4,Green,Green,{3}{G},Creature,"Cleric,Phyrexian",,af7abd22-3134-4872-bbe2-0ad84742d9e5
1,Plains,,24dc369c-020a-4115-a4bb-d60a44de64e3,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
2,Plains,,24dc369c-020a-4115-a4bb-d60a44de64e3,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,7b7c408b-8660-4db5-9a16-5003c11b4ac1,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,a3ae6956-7f2d-4569-a9f8-3972b5ec5e56,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,c5b472d5-da70-4fd9-a68c-10e17797ad0d,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,15dd9a36-55df-4942-a7eb-1c49a7999e68,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,8e07d3e6-c602-446f-a453-f54f13bfc55a,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,a845de50-4af0-4f4a-9c2a-db587973571c,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,69a24fc3-90f9-4f2e-91d9-1aaca888e432,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,be30f027-ffdd-4d81-bed2-4adb6b4b803f,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,d8fdfa7d-fd11-4c11-8743-a21538474314,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
27,Plains,,20787f63-e310-4f2c-ab13-1bb108ae3eb2,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
27,Plains,,a2125c3e-d52c-44b9-b9f1-89f02236d447,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
26,Plains,,a4446149-341b-449b-86e2-2b6b47b7a75e,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,8a880169-41ca-4507-83fd-306a489d31ce,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
